Name,Surname,Real Name,Type,Gender,Nationality,Complete Name (Name Surname),Complete Name (Surname Name),Have Image [Y/N]
Lars,von Trier,,"Film Director, Screenwriter",Male,Danish,"Lars, von Trier","von Trier, Lars",
László,Krasznahorkai,,"Novelist, Screenwriter",Male,Hungarian,"László, Krasznahorkai","Krasznahorkai, László",Y
Laura,Riding,Laura Riding Jackson,"Poet, Critic",Female,American,"Laura, Riding","Riding, Laura",
Lauren,Berlant,,Cultural Theorist,Female,American,"Lauren, Berlant","Berlant, Lauren",
Laurent,Gaudé,,,,,"Laurent, Gaudé","Gaudé, Laurent",
Laurie,Lipton,,"Artist, Drawer, Painter",Female,American,"Laurie, Lipton","Lipton, Laurie",
Lav,Diaz,,"Film Director, Screenwriter",Male,Filipino,"Lav, Diaz","Diaz, Lav",
Lawrence,Alma-Tadema,,Painter,Male,"Dutch, British","Lawrence, Alma-Tadema","Alma-Tadema, Lawrence",
Lawrence,Durrell,Lawrence George Durrell,"Novelist, Poet",Male,British,"Lawrence, Durrell","Durrell, Lawrence",
Lee,Braver,,Philosopher,Male,American,"Lee, Braver","Braver, Lee",
Lee,Chang-dong,,"Film Director, Novelist, Screenwriter",Male,South Korean,"Lee, Chang-dong","Chang-dong, Lee",
Lenny,Abrahamson,,Film Director,Male,Irish,"Lenny, Abrahamson","Abrahamson, Lenny",
Leo,Tolstoy,,"Novelist, Short Story Writer, Playwright",Male,Russian,"Leo, Tolstoy","Tolstoy, Leo",
Leon,Bloy,,"Novelist, Essayist",Male,French,"Leon, Bloy","Bloy, Leon",
Léon,Spilliaert,,"Painter, Graphic Artist",Male,Belgian,"Léon, Spilliaert","Spilliaert, Léon",
Leonard,Cohen,,"Poet, Novelist, Songwriter",Male,Canadian,"Leonard, Cohen","Cohen, Leonard",
Leonardo,da Vinci,Leonardo di ser Piero da Vinci,"Painter, Polymath, Scientist, Engineer, Sculptor",Male,Italian,"Leonardo, da Vinci","da Vinci, Leonardo",
Leonid,Andreyev,Leonid Nikolaievich Andreyev,"Writer, Playwright",Male,Russian,"Leonid, Andreyev","Andreyev, Leonid",
Leonid,Dobychin,Leonid Ivanovich Dobychin,Writer,Male,Russian,"Leonid, Dobychin","Dobychin, Leonid",
Leonor,Fini,,Painter,Female,"Argentine, Italian","Leonor, Fini","Fini, Leonor",
Leonora,Carrington,,"Painter, Novelist",Female,"British, Mexican","Leonora, Carrington","Carrington, Leonora",
Leopold von,Sacher-Masoch,,"Novelist, Journalist",Male,Austrian,"Leopold von, Sacher-Masoch","Sacher-Masoch, Leopold von",
Lewis,Carroll,Charles Lutwidge Dodgson,"Author, Mathematician",Male,British,"Lewis, Carroll","Carroll, Lewis",
Lisandro,Alonso,,Film Director,Male,Argentine,"Lisandro, Alonso","Alonso, Lisandro",
Lord Byron,,,,,,Lord Byron,Lord Byron,
Louis,Aragon,,,,,"Louis, Aragon","Aragon, Louis",
Louis,Armand,,,,,"Louis, Armand","Armand, Louis",
Louis,Janmot,,Painter,Male,French,"Louis, Janmot","Janmot, Louis",
Louis,Wain,,"Painter, Illustrator",Male,British,"Louis, Wain","Wain, Louis",
Louisa May,Alcott,,,,,"Louisa May, Alcott","Alcott, Louisa May",
Louise,Bourgeois,,"Sculptor, Installation Artist",Female,"French, American","Louise, Bourgeois","Bourgeois, Louise",
Louise,Glück,,Writer,,,"Louise, Glück","Glück, Louise",
Louis-Ferdinand,Céline,Louis Ferdinand Auguste Destouches,Novelist,Male,French,"Louis-Ferdinand, Céline","Céline, Louis-Ferdinand",
Luca,Guadagnino,,"Film Director, Producer",Male,Italian,"Luca, Guadagnino","Guadagnino, Luca",
Luca,Turin,,"Biophysicist, Author, Perfume Critic",Male,"Italian, British","Luca, Turin","Turin, Luca",
Luce,Irigaray,,"Philosopher, Psychoanalyst, Feminist",Female,"Belgian, French","Luce, Irigaray","Irigaray, Luce",
Luchino,Visconti,,"Film Director, Screenwriter",Male,Italian,"Luchino, Visconti","Visconti, Luchino",
Lucian,Freud,,Painter,Male,British,"Lucian, Freud","Freud, Lucian",
Lucien,Lévy-Dhurmer,,"Painter, Ceramicist",Male,French,"Lucien, Lévy-Dhurmer","Lévy-Dhurmer, Lucien",
Lucrecia,Martel,,"Film Director, Screenwriter",Female,Argentine,"Lucrecia, Martel","Martel, Lucrecia",
Lucretius,,Titus Lucretius Carus,"Poet, Philosopher",Male,Roman,Lucretius,Lucretius,
Ludmilla,Petrushevskaya,,"Novelist, Playwright, Short Story Writer",Female,Russian,"Ludmilla, Petrushevskaya","Petrushevskaya, Ludmilla",
Ludwig,Wittgenstein,,Philosopher,Male,"Austrian, British","Ludwig, Wittgenstein","Wittgenstein, Ludwig",
Luigi,Pirandello,,"Playwright, Novelist, Short Story Writer",Male,Italian,"Luigi, Pirandello","Pirandello, Luigi",
Luigi,Serafini,,"Artist, Writer",Male,Italian,"Luigi, Serafini","Serafini, Luigi",
Luis Ricardo,Falero,,Painter,Male,Spanish,"Luis Ricardo, Falero","Falero, Luis Ricardo",
Luis,Buñuel,,"Film Director, Screenwriter",Male,"Spanish, Mexican","Luis, Buñuel","Buñuel, Luis",
Luther,Blissett,,,,,"Luther, Blissett","Blissett, Luther",
Lydia,Cacho,,"Journalist, Human Rights Activist",Female,Mexican,"Lydia, Cacho","Cacho, Lydia",
Lydia,Davis,,"Short Story Writer, Novelist, Translator",Female,American,"Lydia, Davis","Davis, Lydia",
M. John,Harrison,Michael John Harrison,"Novelist, Critic",Male,British,"M. John, Harrison","Harrison, M. John",
M.,Suddain,Michael Suddain,Writer,Male,New Zealander,"M., Suddain","Suddain, M.",
M.R.,James,Montague Rhodes James,"Scholar, Writer",Male,British,"M.R., James","James, M.R.",
Machado de Assis,,Joaquim Maria Machado de Assis,,,,Machado de Assis,Machado de Assis,
Madeleine K.,Albright,,,,,"Madeleine K., Albright","Albright, Madeleine K.",
Maggie,Nelson,,Writer,Female,American,"Maggie, Nelson","Nelson, Maggie",
Maimonides,,Moses ben Maimon,"Philosopher, Physician",Male,"Andalusian, Jewish",Maimonides,Maimonides,
Malcolm X,,,,,,Malcolm X,Malcolm X,
Malcolm,Lowry,,"Novelist, Short Story Writer, Poet",Male,British,"Malcolm, Lowry","Lowry, Malcolm",
Man,Ray,Emmanuel Radnitzky,"Photographer, Painter, Filmmaker",Male,American,"Man, Ray","Ray, Man",
Manly P.,Hall,,"Mystic, Esoteric Writer",Male,"Canadian, American","Manly P., Hall","Hall, Manly P.",
Manoel,de Oliveira,,Film Director,Male,Portuguese,"Manoel, de Oliveira","de Oliveira, Manoel",
Manuel,DeLanda,,"Philosopher, Artist",Male,"Mexican, American","Manuel, DeLanda","DeLanda, Manuel",
Marc,Chagall,,Painter,Male,"Russian, French","Marc, Chagall","Chagall, Marc",
Marcel,Duchamp,,"Conceptual Artist, Sculptor",Male,French,"Marcel, Duchamp","Duchamp, Marcel",
Marcel,Dzama,,Painter,Male,Canadian,"Marcel, Dzama","Dzama, Marcel",
Marcel,Proust,,"Novelist, Essayist, Critic",Male,French,"Marcel, Proust","Proust, Marcel",
Marcel,Schwob,,"Symbolist Writer, Short Story Writer",Male,French,"Marcel, Schwob","Schwob, Marcel",
Marcus,Aurelius,,"Philosopher, Emperor",Male,Roman,"Marcus, Aurelius","Aurelius, Marcus",
Margaret,Atwood,,"Novelist, Poet, Literary Critic",Female,Canadian,"Margaret, Atwood","Atwood, Margaret",
Margaret,Mitchell,Margaret Munnerlyn Mitchell,"Novelist, Journalist",Female,American,"Margaret, Mitchell","Mitchell, Margaret",
Marguerite,Duras,,"Novelist, Playwright, Screenwriter, Film Director",Female,French,"Marguerite, Duras","Duras, Marguerite",
Marguerite,Yourcenar,,"Novelist, Essayist, Poet",Female,French,"Marguerite, Yourcenar","Yourcenar, Marguerite",
Mariana,Enríquez,,,,,"Mariana, Enríquez","Enríquez, Mariana",
Marianne,Stokes,Marianne Preindlsberger,Painter,Female,"Austrian, British","Marianne, Stokes","Stokes, Marianne",
Mariano,Fortuny,,"Painter, Designer",Male,Spanish,"Mariano, Fortuny","Fortuny, Mariano",
Marie,Spartali Stillman,,Painter,Female,"British, Greek","Marie, Spartali Stillman","Spartali Stillman, Marie",
Marie-Henri,Beyle,Stendhal,Novelist,Male,French,"Marie-Henri, Beyle","Beyle, Marie-Henri",
Marie-Louise,von Franz,,"Jungian Psychologist, Scholar",Female,Swiss,"Marie-Louise, von Franz","von Franz, Marie-Louise",
Marilynne,Robinson,,"Novelist, Essayist",Female,American,"Marilynne, Robinson","Robinson, Marilynne",
Marina,Abramović,,"Performance Artist, Painter",Female,Serbian,"Marina, Abramović","Abramović, Marina",
Marina,Tsvetaeva,,Poet,Female,Russian,"Marina, Tsvetaeva","Tsvetaeva, Marina",
Marinus,Claesz,Marinus van Reymerswaele,Painter,Male,Dutch,"Marinus, Claesz","Claesz, Marinus",
Mario,Vargas Llosa,,,,,"Mario, Vargas Llosa","Vargas Llosa, Mario",
Marjorie,Cameron,,"Artist, Occultist, Actress",Female,American,"Marjorie, Cameron","Cameron, Marjorie",
Mark Z.,Danielewski,,Novelist,Male,American,"Mark Z., Danielewski","Danielewski, Mark Z.",
Mark,Fisher,,"Philosopher, Cultural Theorist",Male,British,"Mark, Fisher","Fisher, Mark",
Mark,Haber,,Novelist,Male,American,"Mark, Haber","Haber, Mark",
Mark,Rothko,Marcus Rothkowitz,Painter,Male,American,"Mark, Rothko","Rothko, Mark",
Mark,Twain,Samuel Langhorne Clemens,"Writer, Humorist",Male,American,"Mark, Twain","Twain, Mark",
Markus,Gabriel,,Philosopher,Male,German,"Markus, Gabriel","Gabriel, Markus",
Marquis de,Sade,Donatien Alphonse François,"Novelist, Philosopher, Playwright",Male,French,"Marquis de, Sade","Sade, Marquis de",
Marshall,McLuhan,,"Media Theorist, Literary Critic",Male,Canadian,"Marshall, McLuhan","McLuhan, Marshall",
Márta,Mészáros,,"Film Director, Screenwriter",Female,Hungarian,"Márta, Mészáros","Mészáros, Márta",
Mårten,Eskil Winge,,Painter,Male,Swedish,"Mårten, Eskil Winge","Eskil Winge, Mårten",
Martha,Gellhorn,,"War Correspondent, Novelist",Female,American,"Martha, Gellhorn","Gellhorn, Martha",
Martha,Nussbaum,,Philosopher,Female,American,"Martha, Nussbaum","Nussbaum, Martha",
Martin,Heidegger,,Philosopher,Male,German,"Martin, Heidegger","Heidegger, Martin",
Martin,MacInnes,,Writer,Male,British,"Martin, MacInnes","MacInnes, Martin",
Martín,Ramírez,,"Artist, Painter",Male,"Mexican, American","Martín, Ramírez","Ramírez, Martín",
Martin,Schongauer,,"Painter, Engraver",Male,German,"Martin, Schongauer","Schongauer, Martin",
Martín,Solares,,Writer,Male,Mexican,"Martín, Solares","Solares, Martín",
Martin,van Maële,Maurice François Alfred Martin,"Painter, Illustrator",Male,French,"Martin, van Maële","van Maële, Martin",
Mary,Cassatt,,Painter,Female,American,"Mary, Cassatt","Cassatt, Mary",
Mary,Gaitskill,,"Novelist, Short Story Writer, Essayist",Female,American,"Mary, Gaitskill","Gaitskill, Mary",
Mary,Shelley,,"Novelist, Short Story Writer, Essayist",Female,British,"Mary, Shelley","Shelley, Mary",
Mary,Wollstonecraft,,"Philosopher, Writer",Female,British,"Mary, Wollstonecraft","Wollstonecraft, Mary",
Masaki,Kobayashi,,Film Director,Male,Japanese,"Masaki, Kobayashi","Kobayashi, Masaki",
Mati,Diop,,"Film Director, Actress",Female,"French, Senegalese","Mati, Diop","Diop, Mati",
Mati,Klarwein,,Painter,Male,"German, French","Mati, Klarwein","Klarwein, Mati",
Matilda,Gustavsson,,,,,"Matilda, Gustavsson","Gustavsson, Matilda",
Matthew,Lewis,,"Gothic Novelist, Playwright",Male,English,"Matthew, Lewis","Lewis, Matthew",
Matthias,Grünewald,Mathis Gothart Nithart,Painter,Male,German,"Matthias, Grünewald","Grünewald, Matthias",
Maurice,Blanchot,,"Novelist, Philosopher, Literary Theorist",Male,French,"Maurice, Blanchot","Blanchot, Maurice",
Maurice,Merleau-Ponty,,Philosopher,Male,French,"Maurice, Merleau-Ponty","Merleau-Ponty, Maurice",
Max,Beckmann,,"Painter, Printmaker, Sculptor",Male,German,"Max, Beckmann","Beckmann, Max",
Max,Ernst,,"Painter, Sculptor",Male,German,"Max, Ernst","Ernst, Max",
Max,Horkheimer,,"Philosopher, Sociologist",Male,German,"Max, Horkheimer","Horkheimer, Max",
Max,Klinger,,"Painter, Sculptor, Printmaker",Male,German,"Max, Klinger","Klinger, Max",
Maya,Deren,Eleonora Derenkowska,"Experimental Filmmaker, Theorist",Female,"Ukrainian, American","Maya, Deren","Deren, Maya",
Maya,Lin,,"Sculptor, Architect",Female,American,"Maya, Lin","Lin, Maya",
Merce,Rodoreda,,"Novelist, Short Story Writer",Female,Catalan,"Merce, Rodoreda","Rodoreda, Merce",
Mercè,Rodoreda,,Novelist,Female,Catalan,"Mercè, Rodoreda","Rodoreda, Mercè",
Mervyn,Peake,,"Writer, Artist",Male,British,"Mervyn, Peake","Peake, Mervyn",
Meša,Selimović,Mehmed Selimović,"Novelist, Essayist",Male,Yugoslav,"Meša, Selimović","Selimović, Meša",
Michael,Curtiz,,Film Director,Male,"Hungarian, American","Michael, Curtiz","Curtiz, Michael",
Michael,Haneke,,"Film Director, Screenwriter",Male,Austrian,"Michael, Haneke","Haneke, Michael",
Michael,Psellos,Constantine the Psellos,"Philosopher, Historian",Male,Byzantine,"Michael, Psellos","Psellos, Michael",
Michael,Sendivogius,Michał Sędziwój,"Alchemist, Writer",Male,Polish,"Michael, Sendivogius","Sendivogius, Michael",
Michal,Ajvaz,,,,,"Michal, Ajvaz","Ajvaz, Michal",
Michel de,Montaigne,,,,,"Michel de, Montaigne","Montaigne, Michel de",
Michel,Butor,,"Novelist, Essayist",Male,French,"Michel, Butor","Butor, Michel",
Michel,Faber,,Novelist,Male,"Dutch, Scottish","Michel, Faber","Faber, Michel",
Michel,Foucault,,"Philosopher, Historian",Male,French,"Michel, Foucault","Foucault, Michel",
Michel,Houellebecq,,"Novelist, Poet, Essayist",Male,French,"Michel, Houellebecq","Houellebecq, Michel",
Michelangelo,Antonioni,,"Film Director, Screenwriter",Male,Italian,"Michelangelo, Antonioni","Antonioni, Michelangelo",
Michelangelo,Buonarroti,Michelangelo di Lodovico Buonarroti Simoni,"Painter, Sculptor, Architect, Poet",Male,Italian,"Michelangelo, Buonarroti","Buonarroti, Michelangelo",
Miguel de,Cervantes,Miguel de Cervantes Saavedra,"Novelist, Poet, Playwright",Male,Spanish,"Miguel de, Cervantes","Cervantes, Miguel de",
Miguel,Gomes,,"Film Director, Film Critic",Male,Portuguese,"Miguel, Gomes","Gomes, Miguel",
Mikalojus Konstantinas,Čiurlionis,,"Painter, Composer",Male,Lithuanian,"Mikalojus Konstantinas, Čiurlionis","Čiurlionis, Mikalojus Konstantinas",
Mikhail,Bakhtin,,"Literary Theorist, Philosopher",Male,Russian,"Mikhail, Bakhtin","Bakhtin, Mikhail",
Mikhail,Bulgakov,,"Novelist, Playwright",Male,Russian,"Mikhail, Bulgakov","Bulgakov, Mikhail",
Mikhail,Vrubel,,Painter,Male,Russian,"Mikhail, Vrubel","Vrubel, Mikhail",
Mikio,Naruse,,Film Director,Male,Japanese,"Mikio, Naruse","Naruse, Mikio",
Milan,Kundera,,"Novelist, Playwright, Poet",Male,"Czech, French","Milan, Kundera","Kundera, Milan",
Milorad,Pavić,,"Novelist, Poet, Literary Historian",Male,Serbian,"Milorad, Pavić","Pavić, Milorad",
Mircea,Cărtărescu,,"Novelist, Poet, Essayist",Male,Romanian,"Mircea, Cărtărescu","Cărtărescu, Mircea",
Mircea,Eliade,,"Novelist, Historian of Religion",Male,Romanian,"Mircea, Eliade","Eliade, Mircea",
Mirra,Alfassa,The Mother,"Spiritual Writer, Occultist",Female,French,"Mirra, Alfassa","Alfassa, Mirra",
Mohsen,Makhmalbaf,,"Film Director, Writer",Male,Iranian,"Mohsen, Makhmalbaf","Makhmalbaf, Mohsen",
Monique,Wittig,,"Novelist, Theorist",Female,French,"Monique, Wittig","Wittig, Monique",
Monsù,Desiderio,François de Nomé / Didier Barra,Painter,Male,French,"Monsù, Desiderio","Desiderio, Monsù",
Muriel,Spark,,"Novelist, Poet, Literary Critic",Female,Scottish,"Muriel, Spark","Spark, Muriel",
Myron,,,Sculptor,Male,Greek,Myron,Myron,
N.T.,Wright,,"Theologian, New Testament Scholar",Male,British,"N.T., Wright","Wright, N.T.",
Naguib,Mahfouz,,"Novelist, Screenwriter",Male,Egyptian,"Naguib, Mahfouz","Mahfouz, Naguib",
Nam June,Paik,,"Video Artist, Sculptor",Male,"Korean, American","Nam June, Paik","Paik, Nam June",
Naomi,Klein,,"Journalist, Writer",Female,Canadian,"Naomi, Klein","Klein, Naomi",
Nasafi,,Aziz ibn Muhammad Nasafi,"Mystic, Philosopher",Male,Persian,Nasafi,Nasafi,
Natalia,Ginzburg,,"Novelist, Essayist, Playwright",Female,Italian,"Natalia, Ginzburg","Ginzburg, Natalia",
Nathan,Fielder,,"Film Director, Comedian, Writer",Male,Canadian,"Nathan, Fielder","Fielder, Nathan",
Neal,Stephenson,,"Science Fiction Writer, Historian",Male,American,"Neal, Stephenson","Stephenson, Neal",
Neil,Gaiman,,,,,"Neil, Gaiman","Gaiman, Neil",
Nellie,Bly,Elizabeth Cochran Seaman,Investigative Journalist,Female,American,"Nellie, Bly","Bly, Nellie",
Nelly,Sachs,,"Poet, Playwright",Female,"German, Swedish","Nelly, Sachs","Sachs, Nelly",
Nezami,Ganjavi,Nizami Ganjavi,Poet,Male,Persian,"Nezami, Ganjavi","Ganjavi, Nezami",
Niccolò,Machiavelli,,"Philosopher, Political Theorist",Male,Italian,"Niccolò, Machiavelli","Machiavelli, Niccolò",
Nicholas of Cusa,,,"Philosopher, Theologian, Mathematician",Male,German,Nicholas of Cusa,Nicholas of Cusa,
Nicholas,Roerich,,"Painter, Mystic, Writer, Archaeologist",Male,Russian,"Nicholas, Roerich","Roerich, Nicholas",
Nick,Bostrom,,Philosopher,Male,Swedish,"Nick, Bostrom","Bostrom, Nick",
Nick,Land,,"Philosopher, Writer",Male,British,"Nick, Land","Land, Nick",
Nicolai,Abildgaard,,"Painter, Sculptor, Architect",Male,Danish,"Nicolai, Abildgaard","Abildgaard, Nicolai",
Nicolas,Winding Refn,,"Film Director, Screenwriter",Male,Danish,"Nicolas, Winding Refn","Winding Refn, Nicolas",
Nikola,Tesla,,"Inventor, Electrical Engineer, Writer",Male,"Serbian, American","Nikola, Tesla","Tesla, Nikola",
Nikolai,Gogol,,"Novelist, Dramatist, Short Story Writer",Male,Russian,"Nikolai, Gogol","Gogol, Nikolai",
Ning,Hao,,"Film Director, Screenwriter",Male,Chinese,"Ning, Hao","Hao, Ning",
Noam,Chomsky,,"Philosopher, Linguist, Political Critic",Male,American,"Noam, Chomsky","Chomsky, Noam",
Northrop,Frye,,Literary Critic,Male,Canadian,"Northrop, Frye","Frye, Northrop",
Novalis,,,,,,Novalis,Novalis,
Nuri Bilge,Ceylan,,"Film Director, Screenwriter, Photographer",Male,Turkish,"Nuri Bilge, Ceylan","Ceylan, Nuri Bilge",
Ocean,Vuong,,,,,"Ocean, Vuong","Vuong, Ocean",
Octave,Mirbeau,,Writer,Male,French,"Octave, Mirbeau","Mirbeau, Octave",
Octavia E.,Butler,,Science Fiction Writer,Female,American,"Octavia E., Butler","Butler, Octavia E.",
Octavio,Paz,,"Poet, Essayist",Male,Mexican,"Octavio, Paz","Paz, Octavio",
Odd,Nerdrum,,Painter,Male,Norwegian,"Odd, Nerdrum","Nerdrum, Odd",
Odilon,Redon,,"Painter, Printmaker",Male,French,"Odilon, Redon","Redon, Odilon",
Olga,Tokarczuk,,"Novelist, Essayist, Poet",Female,Polish,"Olga, Tokarczuk","Tokarczuk, Olga",
Oliver,Sacks,,"Neurologist, Naturalist, Writer",Male,"British, American","Oliver, Sacks","Sacks, Oliver",
Origen,,,"Theologian, Biblical Scholar",Male,Greek,Origen,Origen,
Orlando,Figes,,"Historian, Writer",Male,British,"Orlando, Figes","Figes, Orlando",
Orson,Welles,,"Film Director, Actor, Screenwriter",Male,American,"Orson, Welles","Welles, Orson",
Osamu,Dazai,,,,,"Osamu, Dazai","Dazai, Osamu",
Oscar,Wilde,,"Playwright, Novelist, Poet",Male,Irish,"Oscar, Wilde","Wilde, Oscar",
Osip,Mandelstam,,"Poet, Essayist",Male,Russian,"Osip, Mandelstam","Mandelstam, Osip",
Oskar,Freiwirth-Lützow,,Painter,Male,German,"Oskar, Freiwirth-Lützow","Freiwirth-Lützow, Oskar",
Otto,Dix,Wilhelm Heinrich Otto Dix,"Painter, Printmaker",Male,German,"Otto, Dix","Dix, Otto",
Otto,Friedrich,,"Journalist, Historian, Writer",Male,American,"Otto, Friedrich","Friedrich, Otto",
Otto,Greiner,,"Painter, Printmaker",Male,German,"Otto, Greiner","Greiner, Otto",
Ousmane,Sembène,,"Film Director, Writer",Male,Senegalese,"Ousmane, Sembène","Sembène, Ousmane",
Ovid,,Publius Ovidius Naso,Poet,Male,Roman,Ovid,Ovid,
Owe,Zerge,,Painter,Male,Swedish,"Owe, Zerge","Zerge, Owe",
Pablo,Picasso,Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Cipriano de la Santísima Trinidad Martyr Patricio Clito Ruíz y Picasso,"Painter, Sculptor, Printmaker",Male,Spanish,"Pablo, Picasso","Picasso, Pablo",
Pamela Colman,Smith,,"Artist, Occultist",Female,British,"Pamela Colman, Smith","Smith, Pamela Colman",
Paolo,Sorrentino,,"Film Director, Screenwriter",Male,Italian,"Paolo, Sorrentino","Sorrentino, Paolo",
Paolo,Veronese,Paolo Caliari,Painter,Male,Italian,"Paolo, Veronese","Veronese, Paolo",
Paracelsus,,Theophrastus von Hohenheim,"Physician, Alchemist, Astrologer",Male,Swiss,Paracelsus,Paracelsus,
Park,Chan-wook,,"Film Director, Screenwriter",Male,South Korean,"Park, Chan-wook","Chan-wook, Park",
Parmenides,,,Philosopher,Male,Greek,Parmenides,Parmenides,
Patricia,Highsmith,,Novelist,Female,American,"Patricia, Highsmith","Highsmith, Patricia",
Patricia,MacCormack,,Philosopher,Female,Australian,"Patricia, MacCormack","MacCormack, Patricia",
Patrick,Modiano,,,,,"Patrick, Modiano","Modiano, Patrick",
Patrick,Süskind,,,,,"Patrick, Süskind","Süskind, Patrick",
Patrick,White,,"Novelist, Short Story Writer, Playwright",Male,Australian,"Patrick, White","White, Patrick",
Patti,Smith,,,,,"Patti, Smith","Smith, Patti",
Paul,Auster,,"Novelist, Essayist, Translator",Male,American,"Paul, Auster","Auster, Paul",
Paul,Celan,,Poet,Male,"Romanian, French","Paul, Celan","Celan, Paul",
Paul,Cezanne,,Painter,Male,French,"Paul, Cezanne","Cezanne, Paul",
Paul,Cézanne,,Painter,Male,French,"Paul, Cézanne","Cézanne, Paul",
Paul,Delvaux,,Painter,Male,Belgian,"Paul, Delvaux","Delvaux, Paul",
Paul,Gaugin,Eugène Henri Paul Gauguin,Painter,Male,French,"Paul, Gaugin","Gaugin, Paul",
Paul,Gauguin,,Painter,Male,French,"Paul, Gauguin","Gauguin, Paul",
Paul,Klee,,Painter,Male,"Swiss, German","Paul, Klee","Klee, Paul",
Paul,Ricœur,,Philosopher,Male,French,"Paul, Ricœur","Ricœur, Paul",
Paul,Schrader,,"Film Director, Screenwriter, Film Critic",Male,American,"Paul, Schrader","Schrader, Paul",
Paul,Tillich,,"Theologian, Philosopher",Male,"German, American","Paul, Tillich","Tillich, Paul",
Paul,Verlaine,,,,,"Paul, Verlaine","Verlaine, Paul",
Paul,Willems,,,,,"Paul, Willems","Willems, Paul",
Paulus,Orosius,,"Theologian, Historian",Male,Roman,"Paulus, Orosius","Orosius, Paulus",
Pedro,Costa,,Film Director,Male,Portuguese,"Pedro, Costa","Costa, Pedro",
Percy Bysshe,Shelley,,Poet,Male,English,"Percy Bysshe, Shelley","Shelley, Percy Bysshe",
Peter Paul,Rubens,,Painter,Male,Flemish,"Peter Paul, Rubens","Rubens, Peter Paul",
Peter,Birkhäuser,,Painter,Male,Swiss,"Peter, Birkhäuser","Birkhäuser, Peter",
Peter,Handke,,"Novelist, Playwright, Poet",Male,Austrian,"Peter, Handke","Handke, Peter",
Péter,Lengyel,,Writer,Male,Hungarian,"Péter, Lengyel","Lengyel, Péter",
Péter,Nádas,,"Novelist, Essayist",Male,Hungarian,"Péter, Nádas","Nádas, Péter",
Peter,Paul Rubens,,"Painter, Diplomat",Male,Flemish,"Peter, Paul Rubens","Paul Rubens, Peter",
Peter,Singer,,Philosopher,Male,Australian,"Peter, Singer","Singer, Peter",
Peter,Sloterdijk,,"Philosopher, Cultural Theorist",Male,German,"Peter, Sloterdijk","Sloterdijk, Peter",
Peter,Weibel,,"Philosopher, Media Theorist",Male,Austrian,"Peter, Weibel","Weibel, Peter",
Peter,Wessel Zapffe,,Philosopher,Male,Norwegian,"Peter, Wessel Zapffe","Wessel Zapffe, Peter",
Petronius,,Gaius Petronius Arbiter,Novelist,Male,Roman,Petronius,Petronius,
Phidias,,,Sculptor,Male,Greek,Phidias,Phidias,
Philip K.,Dick,,Science Fiction Writer,Male,American,"Philip K., Dick","Dick, Philip K.",
Philip,Burne-Jones,"Philip Burne-Jones, 2nd Baronet",Painter,Male,British,"Philip, Burne-Jones","Burne-Jones, Philip",
Philip,Kerr,,Novelist,Male,British,"Philip, Kerr","Kerr, Philip",
Philip,Larkin,,,,,"Philip, Larkin","Larkin, Philip",
Philip,Roth,,"Novelist, Short Story Writer",Male,American,"Philip, Roth","Roth, Philip",
Philippa,Foot,,Philosopher,Female,British,"Philippa, Foot","Foot, Philippa",
Phillipe,de Champaigne,,Painter,Male,"French, Flemish","Phillipe, de Champaigne","de Champaigne, Phillipe",
Philostratus,,Lucius Flavius Philostratus,"Philosopher, Sophist",Male,Greek,Philostratus,Philostratus,
Pier Paolo,Pasolini,,"Film Director, Poet, Writer",Male,Italian,"Pier Paolo, Pasolini","Pasolini, Pier Paolo",
Pierre Puvis de,Chavannes,,Painter,Male,French,"Pierre Puvis de, Chavannes","Chavannes, Pierre Puvis de",
Pierre,Choderlos de Laclos,,Novelist,Male,French,"Pierre, Choderlos de Laclos","Choderlos de Laclos, Pierre",
Pierre,Drieu la Rochelle,,,,,"Pierre, Drieu la Rochelle","Drieu la Rochelle, Pierre",
Pierre,Guyotat,,Writer,Male,French,"Pierre, Guyotat","Guyotat, Pierre",
Pierre,Klossowski,,"Philosopher, Writer, Artist",Male,French,"Pierre, Klossowski","Klossowski, Pierre",
Pierre,Senges,,Novelist,Male,French,"Pierre, Senges","Senges, Pierre",
Pierre-Auguste,Renoir,,Painter,Male,French,"Pierre-Auguste, Renoir","Renoir, Pierre-Auguste",
Pierre-Cécile,Puvis de Chavannes,,Painter,Male,French,"Pierre-Cécile, Puvis de Chavannes","Puvis de Chavannes, Pierre-Cécile",
Piet,Mondrian,,Painter,Male,Dutch,"Piet, Mondrian","Mondrian, Piet",
Pieter,Breughel the Elder,,Painter,Male,Flemish,"Pieter, Breughel the Elder","Breughel the Elder, Pieter",
Pieter,Claesz,,Painter,Male,Dutch,"Pieter, Claesz","Claesz, Pieter",
Pietro,Antonio Rotari,,Painter,Male,Italian,"Pietro, Antonio Rotari","Antonio Rotari, Pietro",
Pietro,Novelli,,Painter,Male,Italian,"Pietro, Novelli","Novelli, Pietro",
Plato,,,Philosopher,Male,Greek,Plato,Plato,
Plotinus,,,Philosopher,Male,"Roman, Egyptian",Plotinus,Plotinus,
Plutarch,,Plutarch of Chaeronea,"Biographer, Philosopher",Male,"Greek, Roman",Plutarch,Plutarch,
Polykleitos,,,Sculptor,Male,Greek,Polykleitos,Polykleitos,
